Statement,Header,Field Name,Field Value
Statement,Data,Title,Transaction History
Statement,Data,Period,"April 6, 2025 - April 6, 2026"
Statement,Data,WhenGenerated,"2026-04-07, 08:26:19 EDT"
Summary,Header,Field Name,Field Value
Summary,Data,Base Currency,USD
Summary,Data,Starting Cash,0.0
Summary,Data,Change,132541.748515
Summary,Data,Ending Cash,132541.748515
Transaction History,Header,Date,Account,Description,Transaction Type,Symbol,Quantity,Price,Price Currency,Gross Amount ,Commission,Net Amount
Transaction History,Data,2025-10-20,vpk2,INTEL CORP,Sell,INTC,-110.0,38.22,USD,4204.2,-0.57068,4203.62932
Transaction History,Data,2025-10-20,vpk2,INTEL CORP,Sell,INTC,-600.0,38.22,USD,22932.0,-3.1128,22928.8872
Transaction History,Data,2025-10-20,vpk2,INTEL CORP,Sell,INTC,-1.0,38.22,USD,38.22,-0.005188,38.214812
Transaction History,Data,2025-10-20,vpk2,INTEL CORP,Sell,INTC,-121.0,38.22,USD,4624.62,-0.467748,4624.152252
Transaction History,Data,2025-10-20,vpk2,INTEL CORP,Sell,INTC,-4.0,38.22,USD,152.88,-7.52E-4,152.879248
Transaction History,Data,2025-10-20,vpk2,INTEL CORP,Sell,INTC,-4.0,38.22,USD,152.88,-1.000752,151.879248
Transaction History,Data,2025-10-20,vpk2,INTEL CORP,Sell,INTC,-110.0,38.22,USD,4204.2,-0.02068,4204.17932
Transaction History,Data,2025-10-20,vpk2,INTEL CORP,Sell,INTC,-35.0,38.22,USD,1337.7,-0.00658,1337.69342
Transaction History,Data,2025-10-20,vpk2,INTEL CORP,Sell,INTC,-11.0,38.22,USD,420.42,-0.002068,420.417932
Transaction History,Data,2025-10-20,vpk2,INTEL CORP,Sell,INTC,-4.0,38.22,USD,152.88,-7.52E-4,152.879248
Transaction History,Data,2025-10-15,vpk2,REDWIRE CORP,Sell,RDW,-700.0,9.5118,USD,6658.26,-3.6316,6654.6284000000005
Transaction History,Data,2025-10-15,vpk2,REDWIRE CORP,Sell,RDW,-398.0,9.512,USD,3785.776,-2.064824,3783.711176
Transaction History,Data,2025-10-15,vpk2,REDWIRE CORP,Sell,RDW,-2.0,9.5118,USD,19.0236,-0.010376,19.013223999999997
Transaction History,Data,2025-10-15,vpk2,PINTEREST INC- CLASS A,Buy,PINS,10.0,34.165,USD,-341.65,-1.00022,-342.65022
Transaction History,Data,2025-10-15,vpk2,PINTEREST INC- CLASS A,Sell,PINS,-1000.0,34.15,USD,34150.0,-5.188,34144.812
Transaction History,Data,2025-10-15,vpk2,MERCADOLIBRE INC,Buy,MELI,20.0,2165.69,USD,-43313.8,-1.00044,-43314.800440000006
Transaction History,Data,2025-10-15,vpk2,REDWIRE CORP,Sell,RDW,-900.0,9.512,USD,8560.8,-4.6692,8556.130799999999
Transaction History,Data,2025-10-14,vpk2,INTEL CORP,Buy,INTC,815.0,34.9,USD,-28443.5,-4.09293,-28447.59293
Transaction History,Data,2025-10-14,vpk2,INTEL CORP,Buy,INTC,185.0,34.9,USD,-6456.5,-0.92907,-6457.42907
Transaction History,Data,2025-10-14,vpk2,IONQ INC,Buy,IONQ,200.0,77.6,USD,-15520.0,-1.0044,-15521.0044
Transaction History,Data,2025-10-14,vpk2,IONQ INC,Buy,IONQ,100.0,77.35,USD,-7735.0,-0.5022,-7735.5022
Transaction History,Data,2025-10-14,vpk2,IONQ INC,Buy,IONQ,100.0,77.36,USD,-7736.0,-0.5022,-7736.5022
Transaction History,Data,2025-10-14,vpk2,IONQ INC,Buy,IONQ,100.0,77.36,USD,-7736.0,-0.5022,-7736.5022
Transaction History,Data,2025-10-14,vpk2,PINTEREST INC- CLASS A,Buy,PINS,170.0,31.69,USD,-5387.3,-1.00374,-5388.30374
Transaction History,Data,2025-10-14,vpk2,PINTEREST INC- CLASS A,Buy,PINS,400.0,31.69,USD,-12676.0,-1.8588,-12677.8588
Transaction History,Data,2025-10-14,vpk2,PINTEREST INC- CLASS A,Buy,PINS,78.0,31.69,USD,-2471.82,-0.391716,-2472.2117160000003
Transaction History,Data,2025-10-14,vpk2,PINTEREST INC- CLASS A,Buy,PINS,100.0,31.69,USD,-3169.0,-0.5022,-3169.5022
Transaction History,Data,2025-10-14,vpk2,PINTEREST INC- CLASS A,Buy,PINS,252.0,31.69,USD,-7985.88,-1.265544,-7987.145544
Transaction History,Data,2025-10-14,vpk2,IONQ INC,Buy,IONQ,100.0,77.36,USD,-7736.0,-1.0022,-7737.0022
Transaction History,Data,2025-10-14,vpk2,IONQ INC,Buy,IONQ,100.0,77.3676,USD,-7736.76,-0.0022,-7736.7622
Transaction History,Data,2025-10-14,vpk2,Electronic Fund Transfer,Deposit,-,-,-,-,150000.0,-,150000.0
Transaction History,Data,2025-10-13,vpk2,REDWIRE CORP,Buy,RDW,530.0,8.97,USD,-4754.1,-2.66166,-4756.76166
Transaction History,Data,2025-10-13,vpk2,REDWIRE CORP,Buy,RDW,1470.0,8.97,USD,-13185.9,-7.38234,-13193.28234
Transaction History,Data,2025-10-07,vpk2,QUALCOMM INC,Buy,QCOM,100.0,168.45,USD,-16845.0,-1.0022,-16846.0022
Transaction History,Data,2025-10-06,vpk2,ADVANCED MICRO DEVICES,Sell,AMD,-100.0,209.06,USD,20906.0,-1.0188,20904.9812
Transaction History,Data,2025-10-03,vpk2,USD Credit Interest for Sep-2025,Credit Interest,-,-,-,-,444.72,-,444.72
Transaction History,Data,2025-10-03,vpk2,Withholding @ 30% on Credit Interest for Sep-2025,Foreign Tax Withholding,-,-,-,-,-133.42,-,-133.42
Transaction History,Data,2025-09-30,vpk2,OSCAR HEALTH INC - CLASS A,Sell,OSCR,-3000.0,19.4,USD,58200.0,-15.564,58184.436
Transaction History,Data,2025-09-30,vpk2,FORD MOTOR CO,Sell,F,-1300.0,12.1909,USD,15848.17,-6.7444,15841.4256
Transaction History,Data,2025-09-30,vpk2,UNITEDHEALTH GROUP INC,Sell,UNH,-71.0,344.095,USD,24430.745,-1.013348,24429.731652
Transaction History,Data,2025-09-30,vpk2,UNITEDHEALTH GROUP INC,Sell,UNH,-29.0,344.095,USD,9978.755,-0.005452,9978.749548
Transaction History,Data,2025-09-30,vpk2,UNITEDHEALTH GROUP INC,Sell,UNH,-50.0,343.705,USD,17185.25,-1.0094,17184.2406
Transaction History,Data,2025-09-30,vpk2,FORD MOTOR CO,Sell,F,-700.0,12.19,USD,8533.0,-3.6316,8529.3684
Transaction History,Data,2025-09-29,vpk2,GLOBALFOUNDRIES INC,Buy,GFS,1000.0,37.0,USD,-37000.0,-5.022,-37005.022
Transaction History,Data,2025-09-18,vpk2,SALESFORCE INC,Buy,CRM,100.0,243.77,USD,-24377.0,-0.0022,-24377.0022
Transaction History,Data,2025-09-18,vpk2,SALESFORCE INC,Buy,CRM,100.0,243.77,USD,-24377.0,-1.0022,-24378.0022
Transaction History,Data,2025-09-18,vpk2,UNITEDHEALTH GROUP INC,Buy,UNH,4.0,336.3,USD,-1345.2,-8.8E-5,-1345.200088
Transaction History,Data,2025-09-18,vpk2,UNITEDHEALTH GROUP INC,Buy,UNH,25.0,336.3,USD,-8407.5,-5.5E-4,-8407.50055
Transaction History,Data,2025-09-18,vpk2,UNITEDHEALTH GROUP INC,Buy,UNH,5.0,336.3,USD,-1681.5,-1.1E-4,-1681.50011
Transaction History,Data,2025-09-18,vpk2,RIVIAN AUTOMOTIVE INC-A,Sell,RIVN,-1100.0,14.895,USD,16384.5,-5.7068,16378.7932
Transaction History,Data,2025-09-18,vpk2,UNITEDHEALTH GROUP INC,Buy,UNH,16.0,336.3,USD,-5380.8,-1.000352,-5381.800352
Transaction History,Data,2025-09-18,vpk2,RIVIAN AUTOMOTIVE INC-A,Sell,RIVN,-200.0,14.895,USD,2979.0,-0.5376,2978.4624
Transaction History,Data,2025-09-18,vpk2,RIVIAN AUTOMOTIVE INC-A,Sell,RIVN,-600.0,14.89,USD,8934.0,-3.1128,8930.8872
Transaction History,Data,2025-09-18,vpk2,Electronic Fund Transfer,Deposit,-,-,-,-,100000.0,-,100000.0
Transaction History,Data,2025-09-18,vpk2,RIVIAN AUTOMOTIVE INC-A,Sell,RIVN,-100.0,14.895,USD,1489.5,-1.0188,1488.4812
Transaction History,Data,2025-09-16,vpk2,UNITEDHEALTH GROUP INC,Buy,UNH,100.0,343.0,USD,-34300.0,-1.0022,-34301.0022
Transaction History,Data,2025-09-12,vpk2,RIVIAN AUTOMOTIVE INC-A,Buy,RIVN,1000.0,13.13,USD,-13130.0,-5.022,-13135.022
Transaction History,Data,2025-09-12,vpk2,RIVIAN AUTOMOTIVE INC-A,Buy,RIVN,1000.0,13.12,USD,-13120.0,-5.022,-13125.022
Transaction History,Data,2025-09-10,vpk2,CORMEDIX INC,Buy,CRMD,600.0,12.785,USD,-7671.0,-3.0162,-7674.0162
Transaction History,Data,2025-09-10,vpk2,CORMEDIX INC,Buy,CRMD,400.0,12.785,USD,-5114.0,-2.0108,-5116.0108
Transaction History,Data,2025-09-10,vpk2,OSCAR HEALTH INC - CLASS A,Buy,OSCR,1000.0,19.019,USD,-19019.0,-5.027,-19024.027
Transaction History,Data,2025-09-10,vpk2,FORD MOTOR CO,Buy,F,1000.0,11.3492,USD,-11349.2,-5.027,-11354.227
Transaction History,Data,2025-09-10,vpk2,FORD MOTOR CO,Buy,F,1000.0,11.35,USD,-11350.0,-5.027,-11355.027
Transaction History,Data,2025-09-10,vpk2,OSCAR HEALTH INC - CLASS A,Buy,OSCR,1000.0,19.0293,USD,-19029.3,-5.027,-19034.326999999997
Transaction History,Data,2025-09-09,vpk2,CORMEDIX INC,Buy,CRMD,200.0,13.292,USD,-2658.4,-1.0054,-2659.4054
Transaction History,Data,2025-09-09,vpk2,CORMEDIX INC,Buy,CRMD,400.0,13.298,USD,-5319.2,-2.0108,-5321.2108
Transaction History,Data,2025-09-09,vpk2,CORMEDIX INC,Buy,CRMD,100.0,13.29,USD,-1329.0,-0.5027,-1329.5027
Transaction History,Data,2025-09-09,vpk2,CORMEDIX INC,Buy,CRMD,100.0,13.29,USD,-1329.0,-0.5027,-1329.5027
Transaction History,Data,2025-09-09,vpk2,CORMEDIX INC,Buy,CRMD,100.0,13.29,USD,-1329.0,-0.5027,-1329.5027
Transaction History,Data,2025-09-09,vpk2,CORMEDIX INC,Buy,CRMD,100.0,13.29,USD,-1329.0,-0.5027,-1329.5027
Transaction History,Data,2025-09-09,vpk2,CORMEDIX INC,Buy,CRMD,1000.0,13.3,USD,-13300.0,-5.022,-13305.022
Transaction History,Data,2025-09-04,vpk2,Withholding @ 30% on Credit Interest for Aug-2025,Foreign Tax Withholding,-,-,-,-,-9.58,-,-9.58
Transaction History,Data,2025-09-04,vpk2,USD Credit Interest for Aug-2025,Credit Interest,-,-,-,-,31.92,-,31.92
Transaction History,Data,2025-09-02,vpk2,Electronic Fund Transfer,Deposit,-,-,-,-,150000.0,-,150000.0
Transaction History,Data,2025-08-29,vpk2,Electronic Fund Transfer,Deposit,-,-,-,-,100000.0,-,100000.0
Transaction History,Data,2025-08-29,vpk2,OSCAR HEALTH INC - CLASS A,Buy,OSCR,895.0,17.2,USD,-15394.0,-4.49469,-15398.49469
Transaction History,Data,2025-08-29,vpk2,OSCAR HEALTH INC - CLASS A,Buy,OSCR,105.0,17.2,USD,-1806.0,-0.52731,-1806.52731
Transaction History,Data,2025-08-29,vpk2,ADVANCED MICRO DEVICES,Buy,AMD,100.0,164.0,USD,-16400.0,-1.0027,-16401.0027
Transaction History,Data,2025-08-26,vpk2,Electronic Fund Transfer,Deposit,-,-,-,-,10000.0,-,10000.0
